rep,host,t,delay_sec
0,48,25000.0,0.029213681734
0,48,26000.0,0.029213681734
0,48,27000.0,
0,48,28000.0,0.004005545824
0,48,29000.0,0.004005545824
0,48,30000.0,0.004005545824
0,48,31000.0,
0,48,32000.0,
0,48,33000.0,0.006991375622
0,48,34000.0,0.006991375622
0,48,35000.0,0.006991375622
0,48,36000.0,
0,48,37000.0,
0,48,38000.0,
0,48,39000.0,
0,48,40000.0,3.005024169968
0,48,41000.0,3.005024169968
0,48,42000.0,3.005024169968
0,48,43000.0,
0,48,44000.0,
0,48,45000.0,
0,48,46000.0,
0,48,47000.0,0.252701272245
0,48,48000.0,0.252701272245
0,48,49000.0,0.252701272245
0,48,50000.0,
0,49,5000.0,
0,49,6000.0,
0,49,7000.0,
0,49,8000.0,
0,49,9000.0,
0,49,10000.0,
0,49,11000.0,
0,49,12000.0,
0,49,13000.0,
0,49,14000.0,
0,49,15000.0,
0,49,16000.0,
0,49,17000.0,
0,49,18000.0,
0,49,19000.0,
0,49,20000.0,
0,49,21000.0,
0,49,22000.0,
0,49,23000.0,
0,49,24000.0,
0,49,25000.0,
0,49,26000.0,
0,49,27000.0,
0,49,28000.0,
0,49,29000.0,
0,49,30000.0,
0,49,31000.0,
0,49,32000.0,
0,49,33000.0,
0,49,34000.0,
0,49,35000.0,
0,49,36000.0,
0,49,37000.0,
0,49,38000.0,
0,49,39000.0,
0,49,40000.0,
0,49,41000.0,
0,49,42000.0,
0,49,43000.0,
0,49,44000.0,
0,49,45000.0,
0,49,46000.0,
0,49,47000.0,0.058948877416
0,49,48000.0,0.058948877416
0,49,49000.0,0.058948877416
0,49,50000.0,
1,0,5000.0,
1,0,6000.0,
1,0,7000.0,0.005592338293
1,0,8000.0,0.005592338293
1,0,9000.0,0.005592338293
1,0,10000.0,
1,0,11000.0,0.016301948488
1,0,12000.0,0.016301948488
1,0,13000.0,0.016301948488
1,0,14000.0,
1,0,15000.0,0.022328479132
1,0,16000.0,0.022328479132
1,0,17000.0,0.022328479132
1,0,18000.0,0.005532431877
1,0,19000.0,0.005532431877
1,0,20000.0,0.005532431877
1,0,21000.0,
1,0,22000.0,0.004465329906
1,0,23000.0,0.004465329906
1,0,24000.0,0.004465329906
1,0,25000.0,
1,0,26000.0,0.027976377269
1,0,27000.0,0.027976377269
1,0,28000.0,0.027976377269
1,0,29000.0,
1,0,30000.0,0.005037469022
1,0,31000.0,0.005037469022
1,0,32000.0,0.005037469022
1,0,33000.0,
1,0,34000.0,0.003894104617
1,0,35000.0,0.003894104617
1,0,36000.0,0.003894104617
1,0,37000.0,
1,0,38000.0,
1,0,39000.0,0.04903913241
1,0,40000.0,0.04903913241
1,0,41000.0,0.04903913241
1,0,42000.0,
1,0,43000.0,0.007556087915
1,0,44000.0,0.007556087915
1,0,45000.0,0.007556087915
1,0,46000.0,0.003142243229
1,0,47000.0,0.003142243229
1,0,48000.0,0.003142243229
1,0,49000.0,
1,0,50000.0,
1,1,5000.0,0.005367220043
1,1,6000.0,0.005367220043
1,1,7000.0,0.005367220043
1,1,8000.0,
1,1,9000.0,0.002479085683
1,1,10000.0,0.002479085683
1,1,11000.0,0.002479085683
1,1,12000.0,
1,1,13000.0,0.042802831454
1,1,14000.0,0.042802831454
1,1,15000.0,0.042802831454
1,1,16000.0,
1,1,17000.0,
1,1,18000.0,
1,1,19000.0,
1,1,20000.0,
1,1,21000.0,
1,1,22000.0,
1,1,23000.0,
1,1,24000.0,
1,1,25000.0,
1,1,26000.0,0.017336406968
1,1,27000.0,0.017336406968
1,1,28000.0,0.017336406968
1,1,29000.0,0.005931191052
1,1,30000.0,0.005931191052
1,1,31000.0,0.005931191052
1,1,32000.0,
1,1,33000.0,
1,1,34000.0,0.007425781706
1,1,35000.0,0.007425781706
1,1,36000.0,0.007425781706
1,1,37000.0,
1,1,38000.0,0.008103392
1,1,39000.0,0.008103392
1,1,40000.0,0.008103392
1,1,41000.0,
1,1,42000.0,0.02974143331
1,1,43000.0,0.02974143331
1,1,44000.0,0.02974143331
1,1,45000.0,
1,1,46000.0,
1,1,47000.0,
1,1,48000.0,
1,1,49000.0,
1,1,50000.0,0.063630946628
1,2,5000.0,
1,2,6000.0,
1,2,7000.0,
1,2,8000.0,
1,2,9000.0,
1,2,10000.0,
1,2,11000.0,
1,2,12000.0,
1,2,13000.0,
1,2,14000.0,9.809114461341
1,2,15000.0,9.809114461341
1,2,16000.0,9.809114461341
1,2,17000.0,
1,2,18000.0,
1,2,19000.0,0.005710334006
1,2,20000.0,0.005710334006
1,2,21000.0,0.005710334006
1,2,22000.0,
1,2,23000.0,
1,2,24000.0,0.005759350519
1,2,25000.0,0.005759350519
1,2,26000.0,0.005759350519
1,2,27000.0,
1,2,28000.0,0.011397679432
1,2,29000.0,0.011397679432
1,2,30000.0,0.011397679432
1,2,31000.0,
1,2,32000.0,
1,2,33000.0,0.041246781705
1,2,34000.0,0.041246781705
1,2,35000.0,0.041246781705
1,2,36000.0,0.005051082957
1,2,37000.0,0.005051082957
1,2,38000.0,0.005051082957
1,2,39000.0,
1,2,40000.0,0.018518200587
1,2,41000.0,0.018518200587
1,2,42000.0,0.018518200587
1,2,43000.0,
1,2,44000.0,
1,2,45000.0,0.004718584634
1,2,46000.0,0.004718584634
1,2,47000.0,0.004718584634
1,2,48000.0,
1,2,49000.0,
1,2,50000.0,
1,4,5000.0,
1,4,6000.0,0.00745633701
1,4,7000.0,0.00745633701
1,4,8000.0,0.00745633701
1,4,9000.0,
1,4,10000.0,
1,4,11000.0,0.002938297476
1,4,12000.0,0.002938297476
1,4,13000.0,0.002938297476
1,4,14000.0,
1,4,15000.0,0.003457676608
1,4,16000.0,0.003457676608
1,4,17000.0,0.003457676608
1,4,18000.0,
1,4,19000.0,
1,4,20000.0,0.002920480415
1,4,21000.0,0.002920480415
1,4,22000.0,0.002920480415
1,4,23000.0,
1,4,24000.0,
1,4,25000.0,
1,4,26000.0,
1,4,27000.0,
1,4,28000.0,
1,4,29000.0,
1,4,30000.0,
1,4,31000.0,
1,4,32000.0,
1,4,33000.0,
1,4,34000.0,
1,4,35000.0,
1,4,36000.0,
1,4,37000.0,
1,4,38000.0,
1,4,39000.0,
1,4,40000.0,
1,4,41000.0,
1,4,42000.0,
1,4,43000.0,
1,4,44000.0,
1,4,45000.0,
1,4,46000.0,
1,4,47000.0,
1,4,48000.0,
1,4,49000.0,
1,4,50000.0,
1,5,5000.0,0.025132271824
1,5,6000.0,0.025132271824
1,5,7000.0,0.025132271824
1,5,8000.0,
1,5,9000.0,
1,5,10000.0,0.005087725795
1,5,11000.0,0.005087725795
1,5,12000.0,0.005087725795
1,5,13000.0,
1,5,14000.0,
1,5,15000.0,
1,5,16000.0,
1,5,17000.0,
1,5,18000.0,0.035920368081
1,5,19000.0,0.035920368081
1,5,20000.0,0.035920368081
1,5,21000.0,
1,5,22000.0,
1,5,23000.0,0.006430580944
1,5,24000.0,0.006430580944
1,5,25000.0,0.006430580944
1,5,26000.0,
1,5,27000.0,
1,5,28000.0,
1,5,29000.0,
1,5,30000.0,
1,5,31000.0,0.007603586569
1,5,32000.0,0.007603586569
1,5,33000.0,0.007603586569
1,5,34000.0,0.003260133545
1,5,35000.0,0.003260133545
1,5,36000.0,0.003260133545
1,5,37000.0,
1,5,38000.0,
1,5,39000.0,0.002658302928
1,5,40000.0,0.002658302928
1,5,41000.0,0.002658302928
1,5,42000.0,
1,5,43000.0,0.004934457518
1,5,44000.0,0.004934457518
1,5,45000.0,0.004934457518
1,5,46000.0,0.003475554792
1,5,47000.0,0.003475554792
1,5,48000.0,0.003475554792
1,5,49000.0,
1,5,50000.0,0.002074174401
1,6,5000.0,
1,6,6000.0,0.0
1,6,7000.0,0.0
1,6,8000.0,0.0
1,6,9000.0,
1,6,10000.0,
1,6,11000.0,0.0
1,6,12000.0,0.0
1,6,13000.0,0.0
1,6,14000.0,
1,6,15000.0,0.0
1,6,16000.0,0.0
1,6,17000.0,0.0
1,6,18000.0,
1,6,19000.0,
1,6,20000.0,0.0
1,6,21000.0,0.0
1,6,22000.0,0.0
1,6,23000.0,
1,6,24000.0,0.0
1,6,25000.0,0.0
1,6,26000.0,0.0
1,6,27000.0,
1,6,28000.0,0.0
1,6,29000.0,0.0
1,6,30000.0,0.0
1,6,31000.0,
1,6,32000.0,
1,6,33000.0,0.0
1,6,34000.0,0.0
1,6,35000.0,0.0
1,6,36000.0,
1,6,37000.0,0.0
1,6,38000.0,0.0
1,6,39000.0,0.0
1,6,40000.0,
1,6,41000.0,0.0
1,6,42000.0,0.0
1,6,43000.0,0.0
1,6,44000.0,
1,6,45000.0,0.0
1,6,46000.0,0.0
1,6,47000.0,0.0
1,6,48000.0,
1,6,49000.0,0.0
1,6,50000.0,0.0
1,7,5000.0,
1,7,6000.0,0.007334737613
1,7,7000.0,0.007334737613
1,7,8000.0,0.007334737613
1,7,9000.0,
1,7,10000.0,
1,7,11000.0,0.012920213919
1,7,12000.0,0.012920213919
1,7,13000.0,0.012920213919
1,7,14000.0,
1,7,15000.0,0.005192624328
1,7,16000.0,0.005192624328
1,7,17000.0,0.005192624328
1,7,18000.0,
1,7,19000.0,0.004957545583
1,7,20000.0,0.004957545583
1,7,21000.0,0.004957545583
1,7,22000.0,
1,7,23000.0,
1,7,24000.0,0.010155240361
1,7,25000.0,0.010155240361
1,7,26000.0,0.010155240361
1,7,27000.0,0.006960671281
1,7,28000.0,0.006960671281
1,7,29000.0,0.006960671281
1,7,30000.0,0.035018903231
1,7,31000.0,0.035018903231
1,7,32000.0,0.035018903231
1,7,33000.0,
1,7,34000.0,
1,7,35000.0,
1,7,36000.0,
1,7,37000.0,
1,7,38000.0,
1,7,39000.0,
1,7,40000.0,
1,7,41000.0,3.350100019552
1,7,42000.0,3.350100019552
1,7,43000.0,3.350100019552
1,7,44000.0,
1,7,45000.0,
1,7,46000.0,0.005167902928
1,7,47000.0,0.005167902928
1,7,48000.0,0.005167902928
1,7,49000.0,0.005454048021
1,7,50000.0,0.005454048021
1,8,5000.0,
1,8,6000.0,
1,8,7000.0,0.012340344814
1,8,8000.0,0.012340344814
1,8,9000.0,0.012340344814
1,8,10000.0,
1,8,11000.0,
1,8,12000.0,0.014149605518
1,8,13000.0,0.014149605518
1,8,14000.0,0.014149605518
1,8,15000.0,
1,8,16000.0,
1,8,17000.0,
1,8,18000.0,
1,8,19000.0,
1,8,20000.0,0.036857078933
1,8,21000.0,0.036857078933
1,8,22000.0,0.036857078933
1,8,23000.0,
1,8,24000.0,
1,8,25000.0,0.007148663338
1,8,26000.0,0.007148663338
1,8,27000.0,0.007148663338
1,8,28000.0,
1,8,29000.0,
1,8,30000.0,0.005493656412
1,8,31000.0,0.005493656412
1,8,32000.0,0.005493656412
1,8,33000.0,0.006324928922
1,8,34000.0,0.006324928922
1,8,35000.0,0.006324928922
1,8,36000.0,0.008864352593
1,8,37000.0,0.008864352593
1,8,38000.0,0.008864352593
1,8,39000.0,
1,8,40000.0,0.004889854227
1,8,41000.0,0.004889854227
1,8,42000.0,0.004889854227
1,8,43000.0,
1,8,44000.0,
1,8,45000.0,
1,8,46000.0,
1,8,47000.0,0.031354296296
1,8,48000.0,0.031354296296
1,8,49000.0,0.031354296296
1,8,50000.0,0.003119921017
1,9,5000.0,0.007845153749
1,9,6000.0,0.007845153749
1,9,7000.0,0.007845153749
1,9,8000.0,
1,9,9000.0,0.00448471423
1,9,10000.0,0.00448471423
1,9,11000.0,0.00448471423
1,9,12000.0,
1,9,13000.0,0.004437512437
1,9,14000.0,0.004437512437
1,9,15000.0,0.004437512437
1,9,16000.0,0.004886426005
1,9,17000.0,0.004886426005
1,9,18000.0,0.004886426005
1,9,19000.0,
1,9,20000.0,0.006058161992
1,9,21000.0,0.006058161992
1,9,22000.0,0.006058161992
1,9,23000.0,
1,9,24000.0,0.005752755606
1,9,25000.0,0.005752755606
1,9,26000.0,0.005752755606
1,9,27000.0,
1,9,28000.0,
1,9,29000.0,0.012580041312
1,9,30000.0,0.012580041312
1,9,31000.0,0.012580041312
1,9,32000.0,
1,9,33000.0,
1,9,34000.0,
1,9,35000.0,
1,9,36000.0,
1,9,37000.0,0.008922384381
1,9,38000.0,0.008922384381
1,9,39000.0,0.008922384381
1,9,40000.0,0.018942462482
1,9,41000.0,0.018942462482
1,9,42000.0,0.018942462482
1,9,43000.0,0.018402897658
1,9,44000.0,0.018402897658
1,9,45000.0,0.018402897658
1,9,46000.0,
1,9,47000.0,
1,9,48000.0,
1,9,49000.0,
1,9,50000.0,
1,10,5000.0,0.050612111673
1,10,6000.0,0.050612111673
1,10,7000.0,0.050612111673
1,10,8000.0,
1,10,9000.0,0.004276394011
1,10,10000.0,0.004276394011
1,10,11000.0,0.004276394011
1,10,12000.0,
1,10,13000.0,
1,10,14000.0,
1,10,15000.0,
1,10,16000.0,
1,10,17000.0,
1,10,18000.0,
1,10,19000.0,
1,10,20000.0,
1,10,21000.0,
1,10,22000.0,
1,10,23000.0,0.002330024048
1,10,24000.0,0.002330024048
1,10,25000.0,0.002330024048
1,10,26000.0,
1,10,27000.0,0.007264654117
1,10,28000.0,0.007264654117
1,10,29000.0,0.007264654117
1,10,30000.0,
1,10,31000.0,
1,10,32000.0,0.003616692456
1,10,33000.0,0.003616692456
1,10,34000.0,0.003616692456
1,10,35000.0,
1,10,36000.0,0.003120694874
1,10,37000.0,0.003120694874
1,10,38000.0,0.003120694874
1,10,39000.0,
1,10,40000.0,0.015574818025
1,10,41000.0,0.015574818025
1,10,42000.0,0.015574818025
1,10,43000.0,0.0076598305
1,10,44000.0,0.0076598305
1,10,45000.0,0.0076598305
1,10,46000.0,
1,10,47000.0,0.004691011906
1,10,48000.0,0.004691011906
1,10,49000.0,0.004691011906
1,10,50000.0,
1,11,5000.0,
1,11,6000.0,
1,11,7000.0,
1,11,8000.0,3.099690524519
1,11,9000.0,3.099690524519
1,11,10000.0,3.099690524519
1,11,11000.0,0.002877106019
1,11,12000.0,0.002877106019
1,11,13000.0,0.002877106019
1,11,14000.0,
1,11,15000.0,0.002855857398
1,11,16000.0,0.002855857398
1,11,17000.0,0.002855857398
1,11,18000.0,0.002834939168
1,11,19000.0,0.002834939168
1,11,20000.0,0.002834939168
1,11,21000.0,
1,11,22000.0,
1,11,23000.0,
1,11,24000.0,
1,11,25000.0,0.041969604125
1,11,26000.0,0.041969604125
1,11,27000.0,0.041969604125
1,11,28000.0,
1,11,29000.0,0.004534195283
1,11,30000.0,0.004534195283
1,11,31000.0,0.004534195283
1,11,32000.0,0.00269478719
1,11,33000.0,0.00269478719
1,11,34000.0,0.00269478719
1,11,35000.0,0.002655759661
1,11,36000.0,0.002655759661
1,11,37000.0,0.002655759661
1,11,38000.0,
1,11,39000.0,0.003840529827
1,11,40000.0,0.003840529827
1,11,41000.0,0.003840529827
1,11,42000.0,
1,11,43000.0,0.002598227221
1,11,44000.0,0.002598227221
1,11,45000.0,0.002598227221
1,11,46000.0,0.002318633854
1,11,47000.0,0.002318633854
1,11,48000.0,0.002318633854
1,11,49000.0,
1,11,50000.0,0.002438502772
1,12,5000.0,0.012454199855
1,12,6000.0,0.012454199855
1,12,7000.0,0.012454199855
1,12,8000.0,0.005074868899
1,12,9000.0,0.005074868899
1,12,10000.0,0.005074868899
1,12,11000.0,0.00467283514
1,12,12000.0,0.00467283514
1,12,13000.0,0.00467283514
1,12,14000.0,0.002400536787
1,12,15000.0,0.002400536787
1,12,16000.0,0.002400536787
1,12,17000.0,
1,12,18000.0,
1,12,19000.0,
1,12,20000.0,
1,12,21000.0,
1,12,22000.0,
1,12,23000.0,
1,12,24000.0,3.070145759166
1,12,25000.0,3.070145759166
1,12,26000.0,3.070145759166
1,12,27000.0,
1,12,28000.0,
1,12,29000.0,0.006661845431
1,12,30000.0,0.006661845431
1,12,31000.0,0.006661845431
1,12,32000.0,
1,12,33000.0,0.008096522289
1,12,34000.0,0.008096522289
1,12,35000.0,0.008096522289
1,12,36000.0,
1,12,37000.0,0.002664736662
1,12,38000.0,0.002664736662
1,12,39000.0,0.002664736662
1,12,40000.0,
1,12,41000.0,0.002955595464
1,12,42000.0,0.002955595464
1,12,43000.0,0.002955595464
1,12,44000.0,
1,12,45000.0,
1,12,46000.0,0.002616966834
1,12,47000.0,0.002616966834
1,12,48000.0,0.002616966834
1,12,49000.0,0.003057936781
1,12,50000.0,0.003057936781
1,13,5000.0,3.056478959044
1,13,6000.0,3.056478959044
1,13,7000.0,3.056478959044
1,13,8000.0,
1,13,9000.0,0.01064970774
1,13,10000.0,0.01064970774
1,13,11000.0,0.01064970774
1,13,12000.0,0.004930950895
1,13,13000.0,0.004930950895
1,13,14000.0,0.004930950895
1,13,15000.0,
1,13,16000.0,
1,13,17000.0,0.035289899782
1,13,18000.0,0.035289899782
1,13,19000.0,0.035289899782
1,13,20000.0,
1,13,21000.0,
1,13,22000.0,
1,13,23000.0,
1,13,24000.0,0.012507127078
1,13,25000.0,0.012507127078
1,13,26000.0,0.012507127078
1,13,27000.0,
1,13,28000.0,0.006828844529
1,13,29000.0,0.006828844529
1,13,30000.0,0.006828844529
1,13,31000.0,
1,13,32000.0,0.009388411764
1,13,33000.0,0.009388411764
1,13,34000.0,0.009388411764
1,13,35000.0,
1,13,36000.0,
1,13,37000.0,0.004946770359
1,13,38000.0,0.004946770359
1,13,39000.0,0.004946770359
1,13,40000.0,0.004749845732
1,13,41000.0,0.004749845732
1,13,42000.0,0.004749845732
1,13,43000.0,
1,13,44000.0,
1,13,45000.0,0.004665746065
1,13,46000.0,0.004665746065
1,13,47000.0,0.004665746065
1,13,48000.0,
1,13,49000.0,
1,13,50000.0,0.010652368104
1,14,5000.0,
1,14,6000.0,
1,14,7000.0,0.012082179832
1,14,8000.0,0.012082179832
1,14,9000.0,0.012082179832
1,14,10000.0,0.010247396859
1,14,11000.0,0.010247396859
1,14,12000.0,0.010247396859
1,14,13000.0,
1,14,14000.0,
1,14,15000.0,0.010812099694
1,14,16000.0,0.010812099694
1,14,17000.0,0.010812099694
1,14,18000.0,
1,14,19000.0,0.005179303537
1,14,20000.0,0.005179303537
1,14,21000.0,0.005179303537
1,14,22000.0,
1,14,23000.0,
1,14,24000.0,0.024099796827
1,14,25000.0,0.024099796827
1,14,26000.0,0.024099796827
1,14,27000.0,0.006645367276
1,14,28000.0,0.006645367276
1,14,29000.0,0.006645367276
1,14,30000.0,
1,14,31000.0,
1,14,32000.0,
1,14,33000.0,
1,14,34000.0,
1,14,35000.0,0.005040724055
1,14,36000.0,0.005040724055
1,14,37000.0,0.005040724055
1,14,38000.0,
1,14,39000.0,
1,14,40000.0,
1,14,41000.0,
1,14,42000.0,0.046000334
1,14,43000.0,0.046000334
1,14,44000.0,0.046000334
1,14,45000.0,
1,14,46000.0,
1,14,47000.0,
1,14,48000.0,
1,14,49000.0,
1,14,50000.0,0.016705509823
1,15,5000.0,0.005866265449
1,15,6000.0,
1,15,7000.0,
1,15,8000.0,0.004238146022
1,15,9000.0,0.004238146022
1,15,10000.0,0.004238146022
1,15,11000.0,
1,15,12000.0,0.010919967074
1,15,13000.0,0.010919967074
1,15,14000.0,0.010919967074
1,15,15000.0,0.004551717204
1,15,16000.0,0.004551717204
1,15,17000.0,0.004551717204
1,15,18000.0,
1,15,19000.0,
1,15,20000.0,
1,15,21000.0,
1,15,22000.0,0.209855447155
1,15,23000.0,0.209855447155
1,15,24000.0,0.209855447155
1,15,25000.0,
1,15,26000.0,0.002599919296
1,15,27000.0,0.002599919296
1,15,28000.0,0.002599919296
1,15,29000.0,
1,15,30000.0,0.002498900063
1,15,31000.0,0.002498900063
1,15,32000.0,0.002498900063
1,15,33000.0,
1,15,34000.0,0.002177672418
1,15,35000.0,0.002177672418
1,15,36000.0,0.002177672418
1,15,37000.0,
1,15,38000.0,0.002496365433
1,15,39000.0,0.002496365433
1,15,40000.0,0.002496365433
1,15,41000.0,
1,15,42000.0,0.005336672257
1,15,43000.0,0.005336672257
1,15,44000.0,0.005336672257
1,15,45000.0,
1,15,46000.0,0.003194309376
1,15,47000.0,0.003194309376
1,15,48000.0,0.003194309376
1,15,49000.0,
1,15,50000.0,
1,16,5000.0,0.005830324075
1,16,6000.0,0.005830324075
1,16,7000.0,0.005830324075
1,16,8000.0,
1,16,9000.0,0.003558090969
1,16,10000.0,0.003558090969
1,16,11000.0,0.003558090969
1,16,12000.0,0.002204038243
1,16,13000.0,0.002204038243
1,16,14000.0,0.002204038243
1,16,15000.0,
1,16,16000.0,
1,16,17000.0,0.002877189742
1,16,18000.0,0.002877189742
1,16,19000.0,0.002877189742
1,16,20000.0,
1,16,21000.0,0.002898218306
1,16,22000.0,0.002898218306
1,16,23000.0,0.002898218306
1,16,24000.0,
1,16,25000.0,
1,16,26000.0,
1,16,27000.0,
1,16,28000.0,
1,16,29000.0,0.002739086874
1,16,30000.0,0.002739086874
1,16,31000.0,0.002739086874
1,16,32000.0,0.002818978234
1,16,33000.0,0.002818978234
1,16,34000.0,0.002818978234
1,16,35000.0,
1,16,36000.0,
1,16,37000.0,0.002998811014
1,16,38000.0,0.002998811014
1,16,39000.0,0.002998811014
1,16,40000.0,
1,16,41000.0,
1,16,42000.0,0.003289610507
1,16,43000.0,0.003289610507
1,16,44000.0,0.003289610507
1,16,45000.0,
1,16,46000.0,
1,16,47000.0,
1,16,48000.0,
1,16,49000.0,
1,16,50000.0,3.01673417565
1,17,5000.0,
1,17,6000.0,0.0
1,17,7000.0,0.0
1,17,8000.0,0.0
1,17,9000.0,
1,17,10000.0,
1,17,11000.0,0.0
1,17,12000.0,0.0
1,17,13000.0,0.0
1,17,14000.0,
1,17,15000.0,
1,17,16000.0,0.0
1,17,17000.0,0.0
1,17,18000.0,0.0
1,17,19000.0,
1,17,20000.0,0.0
1,17,21000.0,0.0
1,17,22000.0,0.0
1,17,23000.0,
1,17,24000.0,0.0
1,17,25000.0,0.0
1,17,26000.0,0.0
1,17,27000.0,
1,17,28000.0,0.0
1,17,29000.0,0.0
1,17,30000.0,0.0
1,17,31000.0,
1,17,32000.0,0.0
1,17,33000.0,0.0
1,17,34000.0,0.0
1,17,35000.0,0.0
1,17,36000.0,0.0
1,17,37000.0,0.0
1,17,38000.0,
1,17,39000.0,0.0
1,17,40000.0,0.0
1,17,41000.0,0.0
1,17,42000.0,
1,17,43000.0,
1,17,44000.0,0.0
1,17,45000.0,0.0
1,17,46000.0,0.0
1,17,47000.0,0.0
1,17,48000.0,0.0
1,17,49000.0,0.0
1,17,50000.0,0.0
1,18,5000.0,
1,18,6000.0,
1,18,7000.0,
1,18,8000.0,
1,18,9000.0,
1,18,10000.0,
1,18,11000.0,
1,18,12000.0,
1,18,13000.0,
1,18,14000.0,
1,18,15000.0,
1,18,16000.0,
1,18,17000.0,
1,18,18000.0,
1,18,19000.0,
1,18,20000.0,
1,18,21000.0,
1,18,22000.0,
1,18,23000.0,
1,18,24000.0,
1,18,25000.0,
1,18,26000.0,
1,18,27000.0,
1,18,28000.0,
1,18,29000.0,
1,18,30000.0,
1,18,31000.0,
1,18,32000.0,
1,18,33000.0,
1,18,34000.0,
1,18,35000.0,
1,18,36000.0,
1,18,37000.0,
1,18,38000.0,
1,18,39000.0,
1,18,40000.0,
1,18,41000.0,
1,18,42000.0,
1,18,43000.0,
1,18,44000.0,
1,18,45000.0,
1,18,46000.0,
1,18,47000.0,
1,18,48000.0,
1,18,49000.0,
1,18,50000.0,3.059136332796
1,19,5000.0,
1,19,6000.0,
1,19,7000.0,
1,19,8000.0,
1,19,9000.0,
1,19,10000.0,
1,19,11000.0,
1,19,12000.0,
1,19,13000.0,
1,19,14000.0,
1,19,15000.0,
1,19,16000.0,
1,19,17000.0,
1,19,18000.0,
1,19,19000.0,
1,19,20000.0,
1,19,21000.0,
1,19,22000.0,
1,19,23000.0,0.039393771052
1,19,24000.0,0.039393771052
1,19,25000.0,0.039393771052
1,19,26000.0,0.006367058641
1,19,27000.0,0.006367058641
1,19,28000.0,0.006367058641
1,19,29000.0,0.003117492769
1,19,30000.0,0.003117492769
1,19,31000.0,0.003117492769
1,19,32000.0,0.003434061301
1,19,33000.0,0.003434061301
1,19,34000.0,0.003434061301
1,19,35000.0,0.002875506253
1,19,36000.0,0.002875506253
1,19,37000.0,0.002875506253
1,19,38000.0,
1,19,39000.0,
1,19,40000.0,0.003094026999
1,19,41000.0,0.003094026999
1,19,42000.0,0.003094026999
1,19,43000.0,
1,19,44000.0,
1,19,45000.0,0.007645960703
1,19,46000.0,0.007645960703
1,19,47000.0,0.007645960703
1,19,48000.0,
1,19,49000.0,0.003292741783
1,19,50000.0,0.003292741783
1,20,5000.0,
1,20,6000.0,
1,20,7000.0,
1,20,8000.0,
1,20,9000.0,
1,20,10000.0,
1,20,11000.0,
1,20,12000.0,
1,20,13000.0,
1,20,14000.0,
1,20,15000.0,
1,20,16000.0,
1,20,17000.0,
1,20,18000.0,
1,20,19000.0,
1,20,20000.0,
1,20,21000.0,
1,20,22000.0,
1,20,23000.0,
1,20,24000.0,
1,20,25000.0,
1,20,26000.0,
1,20,27000.0,
1,20,28000.0,
1,20,29000.0,
1,20,30000.0,
1,20,31000.0,
1,20,32000.0,0.028602037281
1,20,33000.0,0.028602037281
1,20,34000.0,0.028602037281
1,20,35000.0,0.006291025366
1,20,36000.0,0.006291025366
1,20,37000.0,0.006291025366
1,20,38000.0,
1,20,39000.0,
1,20,40000.0,0.004953717541
1,20,41000.0,0.004953717541
1,20,42000.0,0.004953717541
1,20,43000.0,
1,20,44000.0,
1,20,45000.0,
1,20,46000.0,
1,20,47000.0,0.004902356701
1,20,48000.0,0.004902356701
1,20,49000.0,0.004902356701
1,20,50000.0,
1,21,5000.0,
1,21,6000.0,
1,21,7000.0,0.020825234482
1,21,8000.0,0.020825234482
1,21,9000.0,0.020825234482
1,21,10000.0,
1,21,11000.0,0.007152213171
1,21,12000.0,0.007152213171
1,21,13000.0,0.007152213171
1,21,14000.0,
1,21,15000.0,0.008291895538
1,21,16000.0,0.008291895538
1,21,17000.0,0.008291895538
1,21,18000.0,
1,21,19000.0,
1,21,20000.0,
1,21,21000.0,
1,21,22000.0,
1,21,23000.0,
1,21,24000.0,
1,21,25000.0,
1,21,26000.0,
1,21,27000.0,
1,21,28000.0,
1,21,29000.0,
1,21,30000.0,
1,21,31000.0,
1,21,32000.0,
1,21,33000.0,
1,21,34000.0,
1,21,35000.0,
1,21,36000.0,
1,21,37000.0,
1,21,38000.0,
1,21,39000.0,
1,21,40000.0,0.069903161585
1,21,41000.0,0.069903161585
1,21,42000.0,0.069903161585
1,21,43000.0,
1,21,44000.0,
1,21,45000.0,
1,21,46000.0,
1,21,47000.0,
1,21,48000.0,0.011726863979
1,21,49000.0,0.011726863979
1,21,50000.0,0.011726863979
1,22,5000.0,3.087988003761
1,22,6000.0,3.087988003761
1,22,7000.0,3.087988003761
1,22,8000.0,
1,22,9000.0,
1,22,10000.0,
1,22,11000.0,
1,22,12000.0,0.005409757465
1,22,13000.0,0.005409757465
1,22,14000.0,0.005409757465
1,22,15000.0,
1,22,16000.0,0.008268533868
1,22,17000.0,0.008268533868
1,22,18000.0,0.008268533868
1,22,19000.0,
1,22,20000.0,0.00498558323
1,22,21000.0,0.00498558323
1,22,22000.0,0.00498558323
1,22,23000.0,
1,22,24000.0,
1,22,25000.0,
1,22,26000.0,0.006227901584
1,22,27000.0,0.006227901584
1,22,28000.0,0.006227901584
1,22,29000.0,
1,22,30000.0,0.044087748831
1,22,31000.0,0.044087748831
1,22,32000.0,0.044087748831
1,22,33000.0,
1,22,34000.0,0.005014518816
1,22,35000.0,0.005014518816
1,22,36000.0,0.005014518816
1,22,37000.0,0.005454465313
1,22,38000.0,0.005454465313
1,22,39000.0,0.005454465313
1,22,40000.0,
